Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Bwd IAT Total,SYN Flag Count,ACK Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Label
115788035,16,14,508,1774,424,31.75,1768,126.7142857,19.7084267,0.259094128,3992690.862,4883991.14,116000000,110000000,0,0,76.06666667,31.75,126.7142857,0
186,1,1,6,6,6,6.0,6,6.0,64516.12903,10752.68817,186.0,0.0,0,0,0,1,9.0,6.0,6.0,0
723444,3,6,26,11607,20,8.666666667,4380,1934.5,16080.02831,12.44049298,90430.5,255098.055,1565,723428,0,0,1292.555556,8.666666667,1934.5,1
63552406,7,2,187,92,46,26.71428571,46,46.0,4.390077694,0.141615409,7944050.75,20500000.0,63600000,58600000,1,1,36.11111111,26.71428571,46.0,0
25,1,1,0,0,0,0.0,0,0.0,0.0,80000.0,25.0,0.0,0,0,0,1,0.0,0.0,0.0,0
563494,3,6,26,11601,20,8.666666667,4380,1933.5,20633.76008,15.9717761,70436.75,194892.0849,10034,563474,0,0,1291.888889,8.666666667,1933.5,1
1680301,3,5,26,11601,20,8.666666667,5840,2320.2,6919.593573,4.76105174,240043.0,632133.9949,6174,1680248,0,0,1453.375,8.666666667,2320.2,1
3917140,4,0,24,0,6,6.0,0,0.0,6.12691913,1.021153188,1305713.333,2260378.004,3917140,0,0,1,7.5,6.0,0.0,1
4536181,4,0,24,0,6,6.0,0,0.0,5.290794172,0.881799029,1512060.333,2618753.147,4536181,0,0,1,7.5,6.0,0.0,1
141540,1,1,41,126,41,41.0,126,126.0,1179.87848,14.13028119,141540.0,0.0,0,0,0,0,104.0,41.0,126.0,0
10476496,1,6,1375,30,1375,1375.0,6,5.0,134.1097252,0.668162332,1746082.667,4261407.458,0,10500000,1,1,397.1428571,1375.0,5.0,0
97212240,7,5,50,11601,20,7.142857143,5840,2320.2,119.8511628,0.123441246,8837476.364,27100000.0,96600000,599781,0,1,971.4166667,7.142857143,2320.2,1
85311,1,5,1375,24,1375,1375.0,6,4.8,16398.82313,70.33090692,17062.2,22200.08848,0,75033,1,1,462.3333333,1375.0,4.8,0
9753680,2,0,12,0,6,6.0,0,0.0,1.23030487,0.205050812,9753680.0,0.0,9753680,0,0,1,9.0,6.0,0.0,1
100206513,7,9,11613,62,5840,1659.0,20,6.888888889,116.509393,0.15967026,6680434.2,23800000.0,100000000,100000000,0,1,730.0625,1659.0,6.888888889,0
631845,3,4,26,11601,20,8.666666667,10135,2900.25,18401.66497,11.07866645,105307.5,243250.3586,30041,631782,0,0,1661.0,8.666666667,2900.25,1
2066698,1,6,6,36,6,6.0,6,6.0,20.32227253,3.387045422,344449.6667,832892.8127,0,2046956,0,1,6.857142857,6.0,6.0,0
145791,3,6,26,11607,20,8.666666667,5840,1934.5,79792.30542,61.73220569,18223.875,51016.64691,1019,145746,0,0,1292.555556,8.666666667,1934.5,1
5297868,5,0,30,0,6,6.0,0,0.0,5.662655242,0.943775874,1324467.0,2646924.126,5297868,0,0,1,7.2,6.0,0.0,1
1879830,3,5,26,11607,20,8.666666667,10135,2321.4,6188.32554,4.255703973,268547.1429,709948.9808,934,1879722,0,0,1454.125,8.666666667,2321.4,1
202926,3,4,26,11607,20,8.666666667,11595,2901.75,57326.316,34.49533327,33821.0,82394.24808,706,202867,0,0,1661.857143,8.666666667,2901.75,1
578584,3,5,26,11607,20,8.666666667,10135,2321.4,20105.98288,13.82686006,82654.85714,218127.4851,998,578540,0,0,1454.125,8.666666667,2321.4,1
2295625,1,6,1375,30,1375,1375.0,6,5.0,612.0337599,3.049278519,382604.1667,923922.298,0,2275928,1,1,397.1428571,1375.0,5.0,0
70015,5,0,30,0,6,6.0,0,0.0,428.4796115,71.41326859,17503.75,34348.63226,70015,0,0,1,7.2,6.0,0.0,1
3984970,4,0,24,0,6,6.0,0,0.0,6.022630032,1.003771672,1328323.333,2299864.458,3984970,0,0,1,7.5,6.0,0.0,1
8094780,4,0,24,0,6,6.0,0,0.0,2.964873659,0.49414561,2698260.0,4672671.269,8094780,0,0,1,7.5,6.0,0.0,1
1000333,3,6,26,11601,20,8.666666667,4380,1933.5,11623.1295,8.997003998,125041.625,349002.9279,10997,1000050,0,0,1291.888889,8.666666667,1933.5,1
1799938,3,4,26,11607,20,8.666666667,11595,2901.75,6463.000392,3.889022844,299989.6667,734468.4272,672,1799893,0,0,1661.857143,8.666666667,2901.75,1
75395692,9,4,62,11607,20,6.888888889,11595,2901.75,154.770116,0.172423645,6282974.333,18600000.0,74100000,1267719,0,1,898.0769231,6.888888889,2901.75,1
271142,3,6,26,11601,20,8.666666667,4380,1933.5,42881.58972,33.19293949,33892.75,92505.441,7817,271130,0,0,1291.888889,8.666666667,1933.5,1
595850,3,4,26,11601,20,8.666666667,7215,2900.25,19513.30033,11.74792314,99308.33333,240091.4697,6239,595593,0,0,1661.0,8.666666667,2900.25,1
2982966,1,5,6,30,6,6.0,6,6.0,12.06852509,2.011420848,596593.2,1315005.193,0,2962919,0,1,7.0,6.0,6.0,0
82979,2,2,64,312,32,32.0,156,156.0,4531.266947,48.20496752,27659.66667,47902.75183,3,3,0,0,102.0,32.0,156.0,0
3,2,0,12,0,6,6.0,0,0.0,4000000.0,666666.6667,3.0,0.0,3,0,0,0,9.0,6.0,0.0,0
80351315,5,10,11607,68,8760,2321.4,20,6.8,145.2994266,0.186680206,5739379.643,19800000.0,80400000,80300000,0,1,778.7333333,2321.4,6.8,0
434115,3,4,26,11601,20,8.666666667,8760,2900.25,26783.22564,16.12475957,72352.5,163280.7758,28794,433902,0,0,1661.0,8.666666667,2900.25,1
210873,2,2,70,102,35,35.0,51,51.0,815.6568171,18.96876319,70291.0,121737.191,8,4,0,0,51.75,35.0,51.0,0
546997,3,4,26,11601,20,8.666666667,8760,2900.25,21256.05808,12.79714514,91166.16667,214454.1477,18015,546890,0,0,1661.0,8.666666667,2900.25,1
84334768,7,9,11613,62,5840,1659.0,20,6.888888889,138.4363801,0.189720093,5622317.867,21300000.0,84300000,82600000,0,1,730.0625,1659.0,6.888888889,0
1559382,3,5,26,11607,20,8.666666667,7215,2321.4,7460.006592,5.130237492,222768.8571,589103.9496,440,1559366,0,0,1454.125,8.666666667,2321.4,1
78523390,8,5,56,11607,20,7.0,7215,2321.4,148.5289924,0.165555766,6543615.833,22600000.0,78400000,113035,0,1,897.6153846,7.0,2321.4,1
99661,2,0,12,0,6,6.0,0,0.0,120.4081837,20.06803062,99661.0,0.0,99661,0,0,1,9.0,6.0,0.0,0
30377,1,1,44,72,44,44.0,72,72.0,3818.678606,65.8392863,30377.0,0.0,0,0,0,0,80.0,44.0,72.0,0
73142478,9,4,62,11601,20,6.888888889,8760,2900.25,159.4559047,0.177735296,6095206.5,19100000.0,73100000,29133,0,1,897.6153846,6.888888889,2900.25,1
148046,6,0,36,0,6,6.0,0,0.0,243.1676641,40.52794402,29609.2,65766.15559,148046,0,0,1,7.0,6.0,0.0,1
6005894,5,0,30,0,6,6.0,0,0.0,4.995093153,0.832515526,1501473.5,3002277.704,6005894,0,0,1,7.2,6.0,0.0,1
5910853,4,0,24,0,6,6.0,0,0.0,4.060327672,0.676721279,1970284.333,3411783.9,5910853,0,0,1,7.5,6.0,0.0,1
49084,4,2,164,114,41,41.0,57,57.0,5663.760085,122.2394263,9816.8,14142.47297,30891,4,0,0,53.16666667,41.0,57.0,0
5759561,1,6,6,36,6,6.0,6,6.0,7.292222445,1.215370408,959926.8333,2332205.92,0,5756765,0,1,6.857142857,6.0,6.0,0
302,1,3,929,0,929,929.0,0,0.0,3076158.94,13245.03311,100.6666667,131.1538537,0,272,1,1,464.5,929.0,0.0,0
10147821,1,5,6,30,6,6.0,6,6.0,3.547559619,0.591259936,2029564.2,4529273.036,0,10100000,0,1,7.0,6.0,6.0,0
204698,3,5,26,11607,20,8.666666667,7215,2321.4,56830.06185,39.08196465,29242.57143,76292.12172,1889,204682,0,0,1454.125,8.666666667,2321.4,1
23379,3,4,26,11601,20,8.666666667,8760,2900.25,497326.6607,299.414004,3896.5,8357.933184,21996,23291,0,0,1661.0,8.666666667,2900.25,1
1706274,3,6,26,11607,20,8.666666667,5840,1934.5,6817.779559,5.274651082,213284.25,602892.9045,739,1706135,0,0,1292.555556,8.666666667,1934.5,1
83762171,8,5,56,11607,20,7.0,7215,2321.4,139.2394665,0.155201326,6980180.917,22300000.0,82100000,1625150,0,1,897.6153846,7.0,2321.4,1
219,2,2,64,204,32,32.0,102,102.0,1223744.292,18264.84018,73.0,85.29361055,3,48,0,0,75.0,32.0,102.0,0
82159032,8,5,56,11607,20,7.0,8675,2321.4,141.956395,0.158229712,6846586.0,23300000.0,80900000,1308484,0,1,897.6153846,7.0,2321.4,1
31139,1,1,45,176,45,45.0,176,176.0,7097.209287,64.22813835,31139.0,0.0,0,0,0,0,133.0,45.0,176.0,0
78410839,8,6,56,11607,20,7.0,5755,1934.5,148.7421911,0.178546744,6031603.0,20100000.0,77000000,1438353,0,1,833.5,7.0,1934.5,1
30902,4,2,180,146,45,45.0,73,73.0,10549.479,194.1621901,6180.4,13501.66326,30335,3,0,0,61.83333333,45.0,73.0,0
7880803,4,0,24,0,6,6.0,0,0.0,3.045374945,0.507562491,2626934.333,4549116.869,7880803,0,0,1,7.5,6.0,0.0,1
6058978,1,5,6,30,6,6.0,6,6.0,5.941596091,0.990266015,1211795.6,2694821.042,0,6036859,0,1,7.0,6.0,6.0,0
80810698,8,5,56,11607,20,7.0,10135,2321.4,144.3249506,0.16086979,6734224.833,22500000.0,80400000,454548,0,1,897.6153846,7.0,2321.4,1
1777435,3,6,26,11601,20,8.666666667,5840,1933.5,6541.448773,5.063476302,222179.375,622721.1727,13790,1777379,0,0,1291.888889,8.666666667,1933.5,1
198,2,2,74,176,37,37.0,88,88.0,1262626.263,20202.0202,66.0,108.2543302,3,4,0,0,71.75,37.0,88.0,0
60250,1,1,46,98,46,46.0,98,98.0,2390.041494,33.19502075,60250.0,0.0,0,0,0,0,95.0,46.0,98.0,0
93631229,5,9,11613,62,11595,2322.6,20,6.888888889,124.6913036,0.149522762,7202402.231,25100000.0,93600000,92400000,0,1,834.3571429,2322.6,6.888888889,0
71890627,8,5,56,11607,20,7.0,8760,2321.4,162.2325536,0.180830249,5990885.583,19900000.0,70100000,1808575,0,1,897.6153846,7.0,2321.4,1
7762328,1,5,6,30,6,6.0,6,6.0,4.637783923,0.772963987,1552465.6,3450641.699,0,7733825,0,1,7.0,6.0,6.0,0
1857677,3,4,26,11607,20,8.666666667,11595,2901.75,6262.121994,3.768146992,309612.8333,757967.2879,808,1857662,0,0,1661.857143,8.666666667,2901.75,1
6057755,4,0,24,0,6,6.0,0,0.0,3.96186376,0.660310627,2019251.667,3496865.377,6057755,0,0,1,7.5,6.0,0.0,1
73754814,8,5,56,11601,20,7.0,7300,2320.2,158.0507003,0.176259681,6146234.5,17900000.0,73600000,216838,0,1,897.1538462,7.0,2320.2,1
168,2,0,12,0,6,6.0,0,0.0,71428.57143,11904.7619,168.0,0.0,168,0,0,1,9.0,6.0,0.0,0
4006042,1,6,6,36,6,6.0,6,6.0,10.48416367,1.747360612,667673.6667,1621453.62,0,3983900,0,1,6.857142857,6.0,6.0,0
5404922,5,0,30,0,6,6.0,0,0.0,5.550496381,0.92508273,1351230.5,2701796.374,5404922,0,0,1,7.2,6.0,0.0,1
163435,1,1,42,195,42,42.0,195,195.0,1450.117784,12.23728088,163435.0,0.0,0,0,0,0,139.5,42.0,195.0,0
1122001,5,0,30,0,6,6.0,0,0.0,26.73794408,4.456324014,280500.25,558996.958,1122001,0,0,1,7.2,6.0,0.0,1
52306,3,5,26,11601,20,8.666666667,5840,2320.2,222288.074,152.9461247,7472.285714,16783.00577,6395,52100,0,0,1453.375,8.666666667,2320.2,1
10185721,4,3,1123,1383,1123,280.75,1383,461.0,246.0306934,0.687236574,1697620.167,4067338.281,186106,10200000,0,0,358.0,280.75,461.0,0
915828,1,6,6,36,6,6.0,6,6.0,45.86013968,7.643356613,152638.0,358470.692,0,904012,0,1,6.857142857,6.0,6.0,0
111491,4,2,32,6,20,8.0,6,3.0,340.8346862,53.81600309,22298.2,49465.00378,111491,659,0,0,6.333333333,8.0,3.0,1
81170023,7,5,50,11607,20,7.142857143,7215,2321.4,143.6121313,0.147837829,7379093.0,23400000.0,80100000,1114078,0,1,971.9166667,7.142857143,2321.4,1
129017,5,0,30,0,6,6.0,0,0.0,232.5274964,38.75458273,32254.25,62524.5267,129017,0,0,1,7.2,6.0,0.0,1
5552634,4,0,24,0,6,6.0,0,0.0,4.322272997,0.720378833,1850878.0,3205292.521,5552634,0,0,1,7.5,6.0,0.0,1
1648090,3,5,26,11601,20,8.666666667,7300,2320.2,7054.833171,4.854103841,235441.4286,616922.0595,13128,1648042,0,0,1453.375,8.666666667,2320.2,1
80645659,9,4,62,11607,20,6.888888889,11595,2901.75,144.694707,0.161199005,6720471.583,21900000.0,80200000,432571,0,1,898.0769231,6.888888889,2901.75,1
73913869,8,5,56,11601,20,7.0,5840,2320.2,157.7105915,0.175880389,6159489.083,19100000.0,73900000,28784,0,1,897.1538462,7.0,2320.2,1
82472576,8,6,56,11607,20,7.0,5840,1934.5,141.4167056,0.169753398,6344044.308,19400000.0,82100000,404819,0,1,833.5,7.0,1934.5,1
51779,3,5,26,11601,20,8.666666667,8760,2320.2,224550.4934,154.5027907,7397.0,17035.26217,5606,51625,0,0,1453.375,8.666666667,2320.2,1
88,2,0,12,0,6,6.0,0,0.0,136363.6364,22727.27273,88.0,0.0,88,0,0,1,9.0,6.0,0.0,0
4037594,1,6,6,36,6,6.0,6,6.0,10.4022346,1.733705766,672932.3333,1630085.129,0,4024883,0,1,6.857142857,6.0,6.0,0
1923153,1,5,6,30,6,6.0,6,6.0,18.71925947,3.119876578,384630.6,840052.203,0,1905037,0,1,7.0,6.0,6.0,0
64195055,7,2,187,92,46,26.71428571,46,46.0,4.346129153,0.140197715,8024381.875,20300000.0,64200000,58100000,1,1,36.11111111,26.71428571,46.0,0
714478,3,5,26,11607,20,8.666666667,5840,2321.4,16281.81693,11.19698577,102068.2857,269599.363,795,714432,0,0,1454.125,8.666666667,2321.4,1
95873923,8,4,56,11601,20,7.0,8760,2900.25,121.5867635,0.125164379,8715811.182,27300000.0,95900000,27624,0,1,971.9166667,7.0,2900.25,1
6072788,1,5,6,30,6,6.0,6,6.0,5.928084432,0.988014072,1214557.6,2702439.264,0,6054848,0,1,7.0,6.0,6.0,0
4988788,2,0,12,0,6,6.0,0,0.0,2.405393855,0.400898976,4988788.0,0.0,4988788,0,0,1,9.0,6.0,0.0,0
626387,3,4,26,11607,20,8.666666667,11595,2901.75,18571.58594,11.1752,104397.8333,255350.6679,728,626346,0,0,1661.857143,8.666666667,2901.75,1
203,2,2,64,204,32,32.0,102,102.0,1320197.044,19704.4335,67.66666667,74.76853171,4,49,0,0,75.0,32.0,102.0,0
157035,3,6,26,11607,20,8.666666667,4380,1934.5,74079.02697,57.31206419,19629.375,55221.17205,582,157020,0,0,1292.555556,8.666666667,1934.5,1
154818,3,4,26,11607,20,8.666666667,11595,2901.75,75139.84162,45.21438076,25803.0,62835.02465,668,154796,0,0,1661.857143,8.666666667,2901.75,1
91061,5,0,30,0,6,6.0,0,0.0,329.4494899,54.90824832,22765.25,42858.47937,91061,0,0,1,7.2,6.0,0.0,1
878784,3,6,26,11607,20,8.666666667,5840,1934.5,13237.61015,10.24142451,109848.0,310428.8169,542,878773,0,0,1292.555556,8.666666667,1934.5,1
75187805,14,14,1646,1247,1042,117.5714286,1066,89.07142857,38.4769844,0.372400817,2784733.519,4443196.693,70600000,75100000,0,0,103.3214286,117.5714286,89.07142857,0
1109,2,2,96,612,48,48.0,306,306.0,638412.9847,3606.853021,369.6666667,635.0852961,3,3,0,0,189.0,48.0,306.0,0
226441,1,1,44,191,44,44.0,191,191.0,1037.797925,8.832322768,226441.0,0.0,0,0,0,0,139.5,44.0,191.0,0
47732,1,1,56,84,56,56.0,84,84.0,2933.042822,41.90061175,47732.0,0.0,0,0,0,0,98.0,56.0,84.0,0
32245,3,5,26,11601,20,8.666666667,7300,2320.2,360583.0361,248.1004807,4606.428571,8208.825248,10654,32141,0,0,1453.375,8.666666667,2320.2,1
261,2,2,64,258,32,32.0,129,129.0,1233716.475,15325.6705,87.0,148.0911881,1,2,0,0,88.5,32.0,129.0,0
72871,2,2,74,202,37,37.0,101,101.0,3787.514924,54.89152063,24290.33333,42027.93074,2,49,0,0,78.25,37.0,101.0,0
1802766,3,6,26,11601,20,8.666666667,7300,1933.5,6449.533661,4.992328455,225345.75,634291.0276,6963,1802715,0,0,1291.888889,8.666666667,1933.5,1
11043693,5,0,30,0,6,6.0,0,0.0,2.716482611,0.452747102,2760923.25,5519856.678,11000000,0,0,1,7.2,6.0,0.0,1
10865709,5,0,30,0,6,6.0,0,0.0,2.760979518,0.460163253,2716427.25,5431834.511,10900000,0,0,1,7.2,6.0,0.0,1
822795,3,5,26,11601,20,8.666666667,5840,2320.2,14131.10191,9.722956508,117542.1429,308265.5879,5772,822732,0,0,1453.375,8.666666667,2320.2,1
234,2,2,64,158,32,32.0,79,79.0,948717.9487,17094.01709,78.0,131.6358614,2,2,0,0,63.5,32.0,79.0,0
853220,3,4,26,11601,20,8.666666667,8760,2900.25,13627.20049,8.204214622,142203.3333,341799.8259,13055,853152,0,0,1661.0,8.666666667,2900.25,1
12046659,5,0,30,0,6,6.0,0,0.0,2.490317025,0.415052837,3011664.75,6022661.518,12000000,0,0,1,7.2,6.0,0.0,1
6681885,5,0,30,0,6,6.0,0,0.0,4.489751021,0.748291837,1670471.25,3340275.2,6681885,0,0,1,7.2,6.0,0.0,1
214,2,2,108,236,54,54.0,118,118.0,1607476.636,18691.58879,71.33333333,74.78190512,48,11,0,0,99.5,54.0,118.0,0
1804102,3,5,26,11607,20,8.666666667,10135,2321.4,6448.083312,4.434339078,257728.8571,681507.2639,615,1804089,0,0,1454.125,8.666666667,2321.4,1
50264,3,3,26,11601,20,8.666666667,11595,3867.0,231318.6376,119.3697278,10052.8,19103.36805,44470,50175,0,0,1937.833333,8.666666667,3867.0,1
1223176,3,7,26,11601,20,8.666666667,4380,1657.285714,9505.582189,8.175438367,135908.4444,404819.827,7254,1223084,0,0,1162.7,8.666666667,1657.285714,1
1061554,3,4,26,11607,20,8.666666667,11595,2901.75,10958.46278,6.594106376,176925.6667,433002.8501,511,1061412,0,0,1661.857143,8.666666667,2901.75,1
445,2,2,72,104,36,36.0,52,52.0,395505.618,8988.764045,148.3333333,250.8591903,3,4,0,0,53.0,36.0,52.0,0
277,2,2,88,188,44,44.0,94,94.0,996389.8917,14440.43321,92.33333333,95.21204406,191,1,0,0,80.0,44.0,94.0,0
217,2,2,62,254,31,31.0,127,127.0,1456221.198,18433.17972,72.33333333,43.01550108,47,48,0,0,86.75,31.0,127.0,0
255,2,2,96,612,48,48.0,306,306.0,2776470.588,15686.27451,85.0,105.484596,3,48,0,0,189.0,48.0,306.0,0
30890,3,5,26,11607,20,8.666666667,10220,2321.4,376594.3671,258.9834898,4412.857143,11136.17908,840,30853,0,0,1454.125,8.666666667,2321.4,1
376493,3,5,26,11601,20,8.666666667,7300,2320.2,30882.38028,21.24873504,53784.71429,138262.8814,7674,376473,0,0,1453.375,8.666666667,2320.2,1
8649142,5,0,30,0,6,6.0,0,0.0,3.468552141,0.578092023,2162285.5,4321896.358,8649142,0,0,1,7.2,6.0,0.0,1
11927718,4,0,24,0,6,6.0,0,0.0,2.012120005,0.335353334,3975906.0,6886467.734,11900000,0,0,1,7.5,6.0,0.0,1
5324960,1,5,6,30,6,6.0,6,6.0,6.760614164,1.126769027,1064992.0,2365071.253,0,5297531,0,1,7.0,6.0,6.0,0
80969238,8,5,56,11601,20,7.0,4380,2320.2,143.9682562,0.160554802,6747436.5,22100000.0,81000000,45301,0,1,897.1538462,7.0,2320.2,1
345038,2,6,20,11607,20,10.0,5840,1934.5,33697.73764,23.18585199,49291.14286,129915.9621,970,344952,0,0,1453.375,10.0,1934.5,1
92241342,8,6,56,11601,20,7.0,2920,1933.5,126.3750044,0.151775762,7095487.846,25500000.0,92200000,44933,0,1,833.0714286,7.0,1933.5,1
4168186,1,6,6,36,6,6.0,6,6.0,10.07632577,1.679387628,694697.6667,1699970.158,0,4166903,0,1,6.857142857,6.0,6.0,0
165052,4,0,24,0,6,6.0,0,0.0,145.4087197,24.23478661,55017.33333,94398.75665,165052,0,0,1,7.5,6.0,0.0,1
64236,3,4,26,11607,20,8.666666667,11595,2901.75,181097.8268,108.9731615,10706.0,25821.53077,693,64173,0,0,1661.857143,8.666666667,2901.75,1
1678233,3,4,26,11607,20,8.666666667,11595,2901.75,6931.69542,4.171053721,279705.5,684806.5712,640,1678189,0,0,1661.857143,8.666666667,2901.75,1
19661,3,6,26,11601,20,8.666666667,5840,1933.5,591373.7857,457.7590153,2457.625,5437.149199,3241,19580,0,0,1291.888889,8.666666667,1933.5,1
398219,3,4,26,11601,20,8.666666667,8760,2900.25,29197.50188,17.57826723,66369.83333,156274.0418,12073,398123,0,0,1661.0,8.666666667,2900.25,1
80195147,8,4,56,11607,20,7.0,11595,2901.75,145.4327405,0.14963499,7290467.909,22700000.0,80200000,39182,0,1,972.4166667,7.0,2901.75,1
231,3,0,43,0,31,14.33333333,0,0.0,186147.1861,12987.01299,115.5,161.9274529,231,0,0,1,16.33333333,14.33333333,0.0,0
1720983,5,0,30,0,6,6.0,0,0.0,17.43189793,2.905316322,430245.75,859823.6282,1720983,0,0,1,7.2,6.0,0.0,1
1275614,3,6,26,11607,20,8.666666667,4380,1934.5,9119.529889,7.055425858,159451.75,450688.5952,633,1275596,0,0,1292.555556,8.666666667,1934.5,1
6263924,4,0,24,0,6,6.0,0,0.0,3.831464111,0.638577352,2087974.667,3614747.161,6263924,0,0,1,7.5,6.0,0.0,1
101137566,13,12,760,415,688,58.46153846,409,34.58333333,11.61783941,0.247188073,4214065.25,4876459.827,101000000,99100000,0,1,47.24,58.46153846,34.58333333,0
47545,1,1,42,104,42,42.0,104,104.0,3070.775055,42.06541172,47545.0,0.0,0,0,0,0,94.0,42.0,104.0,0
4230245,5,0,30,0,6,6.0,0,0.0,7.091787828,1.181964638,1057561.25,2114503.173,4230245,0,0,1,7.2,6.0,0.0,1
398,3,0,65,0,53,21.66666667,0,0.0,163316.5829,7537.688442,199.0,277.1858582,398,0,0,1,23.66666667,21.66666667,0.0,0
82213383,8,5,56,11607,20,7.0,7215,2321.4,141.8625481,0.158125107,6851115.25,20200000.0,82100000,151247,0,1,897.6153846,7.0,2321.4,1
88643514,8,5,56,11607,20,7.0,7215,2321.4,131.5719501,0.146654836,7386959.5,24500000.0,86800000,1857401,0,1,897.6153846,7.0,2321.4,1
22,1,1,6,6,6,6.0,6,6.0,545454.5455,90909.09091,22.0,0.0,0,0,0,1,9.0,6.0,6.0,0
95494881,5,10,11607,68,8760,2321.4,20,6.8,122.2578622,0.157076482,6821062.929,25500000.0,95500000,95400000,0,1,778.7333333,2321.4,6.8,0
7796792,6,0,36,0,6,6.0,0,0.0,4.617283621,0.76954727,1559358.4,3486370.765,7796792,0,0,1,7.0,6.0,0.0,1
1786778,3,5,26,11607,20,8.666666667,10135,2321.4,6510.601765,4.477332942,255254.0,674976.5964,580,1786711,0,0,1454.125,8.666666667,2321.4,1
4218312,5,1,135,46,46,27.0,46,46.0,42.90815852,1.422369896,843662.4,1847639.884,4218312,0,1,1,37.83333333,27.0,46.0,0
33699,3,5,26,11607,20,8.666666667,10135,2321.4,345203.1218,237.3957684,4814.142857,12295.10991,758,33651,0,0,1454.125,8.666666667,2321.4,1
9393777,5,0,30,0,6,6.0,0,0.0,3.193603595,0.532267266,2348444.25,4694875.237,9393777,0,0,1,7.2,6.0,0.0,1
7535152,1,6,1375,30,1375,1375.0,6,5.0,186.4594105,0.928979269,1255858.667,3056257.407,0,7533814,1,1,397.1428571,1375.0,5.0,0
2604983,5,0,30,0,6,6.0,0,0.0,11.51638993,1.919398322,651245.75,1301153.842,2604983,0,0,1,7.2,6.0,0.0,1
220,2,2,68,166,34,34.0,83,83.0,1063636.364,18181.81818,73.33333333,125.2850084,1,1,0,0,67.0,34.0,83.0,0
80896250,8,4,56,11601,20,7.0,7215,2900.25,144.0981504,0.148338149,7354204.545,23600000.0,80800000,146284,0,1,971.9166667,7.0,2900.25,1
282,2,2,80,112,40,40.0,56,56.0,680851.0638,14184.39716,94.0,120.7600927,3,48,0,0,58.0,40.0,56.0,0
186,2,2,106,170,53,53.0,85,85.0,1483870.968,21505.37634,62.0,67.10439628,3,48,0,0,82.25,53.0,85.0,0
485484,2,0,12,0,6,6.0,0,0.0,24.7176014,4.119600234,485484.0,0.0,485484,0,0,1,9.0,6.0,0.0,0
26145,3,5,26,11601,20,8.666666667,7300,2320.2,444712.1821,305.9858482,3735.0,6111.52046,13045,26104,0,0,1453.375,8.666666667,2320.2,1
521,2,2,66,164,33,33.0,82,82.0,441458.7332,7677.543186,173.6666667,261.0676796,1,46,0,0,65.75,33.0,82.0,0
4131112,5,0,30,0,6,6.0,0,0.0,7.261967238,1.210327873,1032778.0,2064754.744,4131112,0,0,1,7.2,6.0,0.0,1
6037803,5,0,30,0,6,6.0,0,0.0,4.968694739,0.82811579,1509450.75,3017584.869,6037803,0,0,1,7.2,6.0,0.0,1
23491567,2,0,12,0,6,6.0,0,0.0,0.510821607,0.085136934,23500000.0,0.0,23500000,0,0,1,9.0,6.0,0.0,0
1901827,1,5,6,30,6,6.0,6,6.0,18.92916653,3.154861089,380365.4,833758.4759,0,1872965,0,1,7.0,6.0,6.0,0
710521,3,6,26,11607,20,8.666666667,5840,1934.5,16372.49286,12.66676143,88815.125,250825.7109,708,710253,0,0,1292.555556,8.666666667,1934.5,1
1652980,5,0,30,0,6,6.0,0,0.0,18.14903992,3.024839986,413245.0,824475.2275,1652980,0,0,1,7.2,6.0,0.0,1
91372171,8,6,56,11601,20,7.0,4380,1933.5,127.5771372,0.153219518,7028628.538,22600000.0,90000000,1387781,0,1,833.0714286,7.0,1933.5,1
1843,2,2,58,178,29,29.0,89,89.0,128052.089,2170.37439,614.3333333,1019.329845,1,51,0,0,66.25,29.0,89.0,0
1106989,3,6,26,11607,20,8.666666667,4380,1934.5,10508.68617,8.130162088,138373.625,390294.3698,2192,1106943,0,0,1292.555556,8.666666667,1934.5,1
66281,2,2,72,312,36,36.0,156,156.0,5793.515487,60.34911966,22093.66667,38263.02309,1,4,0,0,105.0,36.0,156.0,0
48381,2,2,68,100,34,34.0,50,50.0,3472.437527,82.67708398,16127.0,27927.58722,3,3,0,0,50.5,34.0,50.0,0
116035777,20,18,957,6125,513,47.85,2580,340.2777778,61.03290022,0.327485203,3136102.081,4622187.945,116000000,110000000,0,0,186.3684211,47.85,340.2777778,0
4547620,5,0,30,0,6,6.0,0,0.0,6.596857257,1.09947621,1136905.0,2273142.048,4547620,0,0,1,7.2,6.0,0.0,1
54001,3,5,26,11601,20,8.666666667,7300,2320.2,215310.8276,148.1454047,7714.428571,18356.51602,4136,53914,0,0,1453.375,8.666666667,2320.2,1
107309,1,1,48,150,48,48.0,150,150.0,1845.138805,18.6377657,107309.0,0.0,0,0,0,0,123.0,48.0,150.0,0
6043881,5,0,30,0,6,6.0,0,0.0,4.963697995,0.827282999,1510970.25,3021253.205,6043881,0,0,1,7.2,6.0,0.0,1
